168	5
169	64
170	519
171	5177
172	4967
173	4796
174	3886
175	1595
176	2483
177	2070
178	9891
179	1808
180	915
181	1393
182	373
183	391
184	399
185	404
186	302
187	103
213	21
214	47
215	30
216	194
217	205
218	202
219	368
220	703
221	443
222	423
223	388
224	257
225	214
226	375
227	457
228	439
229	452
230	323
231	202
232	231
233	403
234	782
235	65
236	83
237	101
238	48
239	462
240	651
241	755
242	583
243	590
244	240
255	6
256	3
258	3
259	6
263	1
268	3
282	1
298	1
313	1
